comment_text,is_toxic
delte game and play with Barbies !!!,1
ni kogda ne ed po zentry IS-3-2!,0
gj char! nice work,0
to late ;),0
cap is the only way,0
fck spoter spot idiot,1
"EBR go and fucking scout, you useless piece of scrotal tissue",1
igyekszem,0
wanna play save cuz moe,0
Stupid Bouresques - both of them,1
"Bartmensch_74 (VK 30.02 M), you are blocking me!!!!!!!",0
fv is over there,0
loss. we had to cap guys,0
artyat A3,0
go and learn to play,1
T29 will be reported,0
EBR retard,1
LOOOK AT MEEEE,0
kurva anyadat,0
Bounce,0
yu bot,1
"aha,da",0
gooo play tetris and barby,1
kunze hill,0
T 54 mega idiot,1
big give paul arty kill?,0
wt move,0
i was playing liek verybody else,1
we cant do so much,0
Das hab ich so uch npoch nicht gesehen,0
borra dont die,0
what a *** team again,1
I am the back stop you moron,1
omgi hope you dont lose guys,0
his on hill,0
5? ???,0
WG MM :/,0
full block,0
and I fck your drunk mom,1
I've done that slide hundreds of times and have never died...,0
faucis bananhammock around your face or what,1
so we just didnt stay still,0
it‘s botplay what he shows,1
300,0
more idiots here,1
why polaks cannot read a map ?,1
czesc,0
Відпогніть ЛТ щоб я на верїх заїхав,0
t54 go through the water. hug the wall so you can keep from drowning,0
they cant kill me,0
sorry on the phone,0
rush ?,0
voignash do i need to move,0
camp well on hill?,1
i knew it,0
maybe two,0
"T??ss?? ei riitt??ny gun depressio, silti otti artikutia..",0
ready to push?,0
they killed me because of you got spotted,1
Explain me,0
best t832,0
не так было?,0
"ultralino (T95/FV4201), you are blocking my target!",0
ammoracked,0
cuz hes low?,0
nother loss ugh,0
4 times in a row tier 10,0
ne konyas??,0
our OI heavy is running from a light tank,0
happens,0
omg saharino,0
because you are top tier,0
run forest ruuun,0
STRV S! on the ridge,0
spot su 130 for me,0
no way that maus,0
LOL!,0
lp rly,0
waze yr usless vverd,1
"oh, new map",0
play of draw,0
colonne 3nobody,0
tipic posi!,0
arta kill low hp tanks omg,0
*1 lol,0
LOLKW,0
ging doch ;),0
tog hp,0
go and spot clickers,0
является украинцем,1
its fucking green,1
coward team,1
mayby cap,0
\emil only,0
hill go help,0
wicked,0
brainless pussies,1
f camper,0
2 to,0
heavy sniper here,1
ale or beer?,0
tiger go,0
leopard braindead,1
not anymore,0
FUCKING BLIND IDIOTS,0
fair and balanced,0
i wariaty,0
top bot,0
in past game,0
nggger,1
Арта (212A) отстрелялась! По мне :(,0
and push e75,0
tell me when in position,0
anytime you want to shoot someone go for it,0
get cancer fucking moron,1
not even lit wtf,0
i'm going for arty -_-',0
idot bot without head,1
enemy light sitting there,0
멘탈 나갔는데 ᄀᄎ?,0
тт ребята,0
they dont have anything to spot you,0
meds camping we are going to loose this one because of your inactivity...,1
f this rng,1
eagle 7 base win game report team,0
Арта (Grille) отстрелялась! По мне :(,0
You have no idea what to do!,0
япытался,0
"I have a 14s reload, I am not pushing in this glass cannon",0
0-60 5 sec,0
arty ****,1
\just cap,0
hwk has to die,1
"so what was the joke about waiting for me to die alone at j0, and following after i died ^^",0
tough game,0
fak rng,1
maidenless,0
says the moron in the back,1
the power of the tortoise =),0
hp t100,0
pro faca,0
аки той москаль...,0
what is kanki?,0
reported obj 277,0
balcoon clic moov,0
ap maus better,0
ddddddddddno,0
only reason i am alove is to show the hp advantage,0
moove no camp,0
amx dont die,0
thx 703 looser,1
im late to take the pos,0
PLAY safe,0
My barrel is fatter than your barrel!,0
279e im coming for you,0
one step to right lowe,0
gj grille,0
"iluminators01 (Strv K), you are blocking my target!",0
rush him,0
heyders,0
loraine why,0
T1 get in the fight coward,1
omg bots,0
8 hp,0
pathetic isu152,1
directly driving!!! you are full life..,0
ZJEBY,1
"LOL, SAID THE BASE CAMPER",1
you drunk ?,0
with the teams today,0
Dream team,0
med pls go 1st,0
PERDU :-(,1
hope the kv2 is on low health,0
wp panzer,0
wait for skoda,0
t28 XD,0
FCK YOUR Report PL moron,1
should we report him,0
type 64 new spot in city?? lol,0
ebr pls spot here,0
MOTHERFCKER İDİOTS,1
pks win,0
LGSK ?,0
пон не пон?),0
ho ri,0
british heavies are so ****,1
E3 is facing south,0
yes or no,0
still pushing it,0
k babe,0
my boy,0
в3+,0
good job lef,0
I HATE YOU,1
all go,0
"is-4, 215b, and 2 x 50 B vs kpz, vz, conq and chief",0
bro amx cant drive,0
lynx spot,0
wauuu,0
Бураск не занят - пускай поедет посветит,0
ae phase there,0
arty is shooting their HORI :D :D :D,0
you idiot,1
oh god our heavies suck,1
ohhhhhhhhhhh,0
BC afk,1
thanks :D,0
almost like somebody predicted the future,0
what are you even doing?,1
now go,0
100Y!,0
t103 turn around..,0
3 shells from arta in 30 sek,0
su 130 dont push me idiot,1
GO 268,0
if they cap?,0
hit there,0
\goood light,0
gg 279e to say all hill,0
hit t22 med pls,0
cap i def,0
3 v 2,0
bisonte report,0
"kids,left side no exist???",1
he kill hemself,0
if i kill,0
OBJ 777 CZ SVK SK?,0
REPORT ALL,0
"run, Forest, run!)",0
guvkrf up zRNG,0
come back from town,0
ty pizdo,0
we can push them out,0
maybe they will go swim,0
6tp move idiot,1
cap idiots,1
stop wasting HP bots,1
bacini kanirtiyim,0
3rd Gunmark yuhee,0
bye bye,0
if he sat still he woulda killed you,0
type 4 capppp,0
yaa i forgot this ho ri -.-,0
so sweet GF,0
yah,0
эх,0
loool Phase 1 is TD or arty?,0
fucking cannot,1
lol!,0
35s,0
f[f[f[f,0
caliban,1
can I get a little counter battery plz,0
nahhh man you should have seen the city fight,0
pin down,0
sorry - my ping is 999,0
we need someone with good camo to spot,0
fucking bot,1
wow...,0
heavies hsould be dead in a minute,0
me dmg 1824 stupid team,1
2/15 lost,0
hold shell arty,0
you are very CLEVER,0
3K 4 Kill not bad 4 me...,0
every heavy afk,0
wait what? ???,0
good heavies xD,0
oni use;esss,1
mino dont go open,0
manticore u are shit,1
more fucking morons,1
with average spotter we could see this IS4 in the 30 first secx,1
20 sec,0
moron team,1
oh come on,0
move to cap lol,0
you fucking inbred,1
riccoshet from Leo xD,0
all the time noobs players or monkeys,1
are you so stupid ?,0
4 reoman med fu mom,1
cunt artillery,1
suggestions ?,0
if he will run you get him,0
arty you should delete this game?,1
t 103 go support even,0
kunza,0
kpz idiota,1
blimp lost,0
dobur e,0
i will spot mid,0
let them come to you,0
gg thanks,0
it's not tank,0
ur a god,0
E* HELP,0
nice support idiots,1
kv1 somewhere over near the 0 line,0
ELC Czy ty slepy jesteś ?,1
Salut les Belges !,0
bz to jsakis debil kurwa!!,1
thats wot tomatooo,1
6.5?,0
monkey king skin is awesome,0
"we lost, why i do go :)",1
ти тормоз тупий.,1
theyre getting routed in field,0
j9,0
lol what can i od,0
care for stb1 from across,0
both right there,0
ok Im fcked,1
go skoda,0
лт підарас,0
next red losers team - 9 red,0
p43 go garage,0
is hori still full hp?,0
I dont think I could,0
what a great game T43,0
сука ты конченая удес,1
udes was there,0
loooooooooooool,0
just wait to shoot,0
60TP ban,1
nice idioti,1
ha(,0
i dont know xD,0
FU AAAAALL,1
you are stupid for pushing alone,1
WG stop offering me MM-2 so many times,0
лт ти лох по жизьні,1
gg good team,0
he can hear you,0
singele shot,0
watch left is 2,0
report kv1,0
from there,0
WTF is wrong with people in this game?,1
AMX 30 FUCK YOUR MOM,1
gj Base camper Lights,0
жди гриля,0
what is that,0
268 4???,0
ну чо лт ти хуйло,1
THEY WILL WORK TOGETHER&gt;&gt;,0
platoon 2 report send support to learn play like team and not like platoon next time,0
даааааааааааа,0
dont you have medic kit vk?,0
useless ebr,1
good luck ahve fun :D,0
report E3 for unfar gameplay,0
except our communiste espagnol,1
12k combined,0
to take the hit,0
now they have u from both sides,0
heavies sniper,0
isnt the first and wont be the last report,1
go gog o,0
or arty te,0
no you stay wrong,0
fucking spotter useless,1
жесть от арты на500,0
mina retard,1
FOCH,0
for fkc sak e,1
я даун,1
strv spoting me,0
you will see,0
sometimes you need to be slefish,0
vk why camp?,1
arty no?,0
GG guys,0
!!!!!!,0
xdddddddddddddddddddd,0
help bottom first`,0
filip jebem ti majku debilsku,1
this gun is not very acc ...,0
A-43 ??,0
and noob,1
let them attack pls,0
he conq,0
gooo morons,1
dont go 1v1,0
dont wanna push any further and risk dying with 2 elcs on the loose rn,0
ill farm,0
m103 going wee,0
you pusshed too further,1
hahahah win,0
Let your arty work,0
9-0 line empty apesss,0
ill go for him!,0
gj T30,0
kleine dumme slwaische Wichsr,1
"yes, play alone",0
animals,1
DS-FULL HP !!!!!!!!!!!!!!!!!!!!!!!!PLAY BIG IDIOT !,1
4 strzały,0
say noob,1
Or maybe the full-health Char hiding in the back.,0
I've been spotted in F2!,0
I was typing and almost died,0
nuu,0
ВЗВОД ВЫ ДЕТИ ШЛЮ Х,0
T22 TOTAL NOOB,1
тебе в пасть и твоим соплеменникам,0
u should have listened,0
im too low to be point,0
стадо конченых ссыкунов на аллее,1
они там же 91,0
"me sucks! Brought to you by slow ignorant developers, enjoy your game.",1
camo,0
amx m4,0
where are you going,0
cent ur so bad,1
shut up you pussy,1
the guy you should have supported instead of camping,0
wtf TDs ?,1
why poor,0
get cance*,0
lt is here,0
im spotting 140 no one is shotting,0
взвод вы чё?,0
push hill oll,0
enjoy your brain for three days,0
foch is back,0
just go for it,0
stupit havvy TD,1
T34 you are useless!!1,1
KOKOTI,0
}fk,1
type 64 idiots spot one position?,1
705 really?)),0
go get him,0
lolol tvp,0
and my tank drove forwards,0
don‘t push me,0
oihh,0
letz go hi hi,0
facking moroni,1
stupid motherfucking campers,1
not for the heavy line,0
next time cmap more,1
so you need to acknowledge this possition even more,0
t^t,0
``w`www,0
faq udes,0
in this bush,0
grille can help you,0
i gopt gold for the E100,0
u dont decide ur team,0
team check there logs,0
why are u so angry guys?,0
"er kam, sah und platze",0
help please am noob :D,0
try to spot them hellcat,0
we win easy,0
LOL... one of the best on tier 6,0
гвардеец,1
Cobra u alive?,0
someojne spot cap,0
HILL,0
по 240,0
Thanks all fu campers loser,1
чи ви ще досі херней страждаете в 2023,0
WHINY EAST EURO CHIMPANZEES,1
ıs6 ıdıot :),1
let enemy lights make mistakes,0
hill move idiot,1
loser objesct i saved the gaem,1
there is FV4005 looking at me position,0
ht nooba?,1
nice auto aim,0
come badk now,0
on their med,0
spgs?,0
6 kills on arta,0
take T26 asap,0
"IvanhoeCZ68[CSOH_] (TS-54), you‘re blocking my line of fire!",0
why???????????,0
red animal,0
5 k spot nice good luck,0
next team morons,1
YAY,0
брёшь не возьмёшь,0
"thks M6, u want help and leave me alone",0
pls help me here,0
ig ill cap,0
pay attention,0
no attac forte,1
great scout,0
go go lorr40t,0
все в землю,0
HACKER ??,0
3 tank shooting VK and he can shoot me out?,0
sovieckie gowno,1
T-832 kill 704 !!!!!!!!!!!!!!!!1,0
arty nooob camper,1
skorpion tanked my shot,0
uselss campers...,1
good louck,0
angle ffs 777,1
could kill 2 1 shots,0
형님 같이해여,0
wait leopard or push,0
forest spirit,0
gg mguys,0
fucking e5,1
IDIOTEN TEAM1,1
that blind tho,0
лт долбоёб,1
i been riding along.. and looking is all it does,0
yes\,0
arti shoot at b1,0
Lmao you just sat in the bush the whole game while we were dying,1
wow spoting are so broken now not ever fun mor e,0
pls report SU,0
i dont get it smv,0
nvm lol,0
play smart LT,0
look on mini map where the tanks are - don't cam on A9,0
arty doesn't know how to W key chill,0
Spotted at J5,0
nev mind,0
так нахуй рыгаешь про скилл,1
our KV2 has ADD,0
"cnflj qj,fyt",0
"gays need 1,8 k dmg",0
bro is lost,0
gg ladies,0
вот и настало время задать самый важный вопрос в жизни,0
anyone have ping problem?,0
268 4 idiot,1
shit barn reload,1
how'd he interpret capiunbg,0
cap or no?,0
Meds?,0
we have arty?,0
ach no problem we lose,1
wanna push wide ?,0
uuhhuhuhu,0
type 64 r u awake ??,0
idiots come here,1
AMX you are no tD,0
bat kd,1
medsw move,0
ramm ? bot,1
gj panther,0
I drove right into it,0
snowflake,0
type 64??,0
go back dont atack here let to go out enemy,0
i am ya fool,0
strv m00ve t00,0
14.4 k,0
уебуй,1
report the t54,0
omggggggg,0
кран ты уебище,1
ну это слив,0
сушка стоит пасёт,0
enemy hp?,0
create crossfire from hill,0
sg going in bush,0
you fucking ape,1
fv and foch both on corner,0
2sots,0
cap reset,0
tamerrr abii girseene,0
come here,0
KILL ARTY PLS,0
behind you,0
sry 121,0
styupids... look minimap,1
ggh,0
well for tier 9...,0
does this have pref match making,0
lowe chuuuj,0
центурион как т 54 гей,1
tomato,1
дно ты,1
treedown going right,0
I go 0 line,0
why the fuck am I doing the spotting on the heay line? come on team,1
chess games,0
team effort,0
пищла\,0
calm down,0
here the bot comes,1
guys i cant move kill me we have big problem,0
F OFF IDIOTS,1
в наше время денег на бутылку уже нет,0
idk yall cant wait for team,0
11 kills,0
Arta on A0,1
wtf is obj 752,1
can i get the su?,0
push u can tank,0
a co?,0
VK less than 100,0
you can't cap,1
everyone on hill,0
oh well..............,0
oh how i hate you,0
isten fasz??t,1
leo you have the go,0
if hit ping arty,0
JAJAJAJAJJAAJAJ,0
FUK U ALL,1
:PPPPP,0
wild,0
you fucking kidding,1
Oh Well,0
guess luchs is afk,1
again ligh loser,1
ису,0
i protect you,0
great spotting here,0
отиграл ти на лт на еті карті на 0,0
секунда в секунду,0
But your polish so I dont expect you to understand anything,1
4 Eire Jackal!,0
Hellcat..when the KV,0
not even close,0
report t92 first,0
fooking 53tp,1
BALANCE,0
goooooooooooooooooooooooooooooooooooooooooooooo spot,0
going to need some help up here lol,0
don't let anyone stop you t92,0
camping top tier bot,1
круто у тебя вх мод подрулен,0
setler move retard,1
even bread plays better,1
t32 unisntall dog,0
c'mon,0
thx t103,0
you f disgusting assh,1
ис 7 якщо ти підарас нахуй ти свім це показуеш,0
TNH and t 30 reported,0
these noobsd,1
"sorry dude, they were shooting at me....",0
tvp up,0
ITS COOL?,0
happypancake,0
dont have arty,0
rerpot them for their incompetence hahahhaa,0
HE CANT SEE YOU THERE,0
we try,0
wg fooling you,0
move!!!!!!,0
Dobjej,0
pluton chrysler?,0
cap or hunt?,0
leopart,0
dark,0
čumáku,1
HAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHA,0
u stupid?,1
you safed my a55,0
"бот ебаный, нахуй ты зашел?",1
ty pojebany wg kokot,1
game lodt,0
HEHEH,0
your only one with vision,0
they arent gonna push you guys because its an encounter,0
when no brain no wow,1
I've been spotted in J4!,0
Timber idiot spottt,1
ebr stuck,0
topgun,0
swedish american 110E4 xd,1
if u send replay they do,0
go play lotto amx :D,0
I can‘t,0
wtf xd,1
kill 704,0
b4,0
带带节奏啊,0
no words,0
8 k,0
lucky because RNG saving him,0
"3 tank atak obj 277 now , go !",0
I‘ve been spotted in J6!,0
gj Skorp on the hill,0
İDİOT,1
какой же мусов в жто играет,1
where e25,0
sipu,0
gg fck dog spotters,1
troll vk gg,0
kurwa co za blind zjeby,0
"you don't root out the elc, we got a problem",0
cry to mother clown,1
platoon 1 is dumb,1
nobody shooting?,0
XD no joke,0
arty bad place I think,0
sry you didn‘t make it,0
6k spot :),0
ehhm,0
DUMB,1
if ur gonna be a bitch,1
triangles... can any of you see base?,0
e like easy,0
are you not spotting,0
botss,1
m10 I need your help,0
"to be fair, stock or not",0
Playing with himself and struggling with a thesaurus,0
spot e50,0
ты поц,1
wtf is this latta????,1
No need to talk bad about yourself,0
PTA !!,0
это не трое,0
говна кусок,0
richt team vs poor team.. ho will we winn?,1
srsdly,0
youre useless,1
aimbot,0
THE MATILDA SHOT AT ME WITH APCR,0
worst ELC ever,1
зачем?,0
oooo Obj got 500 off lol,0
lol youre welcome,0
smake that none,0
gg.. 1st game in this,0
лучший,0
ce noroc aveti,0
when did i farm that,0
cant move I am all time spotted,0
лт не єби мозги,1
cant kill E 100,0
8 kil for Su,0
she might be at 1 line,0
WTF LOL,0
useless scout,1
wankers,1
get a redbull guys,0
pay attension to 6th sense,0
he is turning,0
"i cant spot, blind...sry",0
kurwea swinia !,0
jsut 1 shot,0
amx u son of a moron,1
afk maybe?,0
then you should shut up and let him play,1
bravo domero :) gg,0
skoda was there the last time he shot me,0
incredible lost,0
е 4 шот,0
Must be,0
áűűáááááááá,0
ah i was enjoying that,0
one to the cap,0
the fuck hit where the green was and never did anything fuck sakes,1
hill is lost,0
2 lowrolls,0
gg RNG,0
kill suckers,1
не только с вами ОРКИ СЛИВІ,1
why Bz 176 die?,0
bro shut the hell up,1
ggs xD,0
manco hijo de p,0
csao,0
wanna move forward?,0
don't worry. I've got bleach for my eyes after your terrible performance,1
57,0
dumb fuck leopta,1
Well done,0
dont go ST1,0
what do you want?!,0
2 shot afaik,0
ису выезжай и убей,0
TS autist bot,1
bravo kurwa bc12,0
we should def,0
ok now you can,0
wt; xjuj&amp;,0
Не зря мы тебя с мамой из детдома забрали,1
gerat job brothers,0
blind fire that bush,0
ok ez cap,0
"elc is cute, doesn‘t realise he is constantly spotted. :D",0
STRv thats a tad campy dude,0
"that line will be more succesful than BZ line yea,",0
EBR FUU,1
isim?,0
GG :),0
world of premiumheavies,0
мне гуслю онули я успевавл выехать,0
either there or hill,0
i think this TS54 is either biggest dps *** ever or just biggest ***,1
death or glory,0
watch the back emil,0
gj 261,0
Huren tiem,0
3 times i take shoot because you block me fuck you IS6 good die idiot,1
gg's,0
а не хуяку смокчи,1
"Heilige Einfachheit, bewege dich",0
та ладно,0
ggee,0
the most lightly amrored td,0
still going on hahaha,0
накаркал,0
spot him again,0
and our ebr,0
su wtf?,1
why are u useless,1
"as much as Ive spotted if you dont have shots, you should have moved",1
and tou cant push,0
push left vs 15 enemys damn po9lish style never win war,1
cap_,0
bye trash I‘m out,1
кто тут ещё баран,1
ssh,0
**** you !!!!,1
td+s,0
e 75 dlete bot idiot,1
беги засранец беги,0
idiots slepink,1
Hmmm,0
T95,0
nashorn scorpion her,0
repoort this monkey plat00n,1
you cant kill one super concueror??,0
thx for mision,0
i tank,0
will video report,0
the way to win is in the south not north,0
spot this cross pls,0
mad i got my scout setup rn,0
party? or idiots?,1
jak cos do mnie mowisz to wyjmij chuja z buzi,1
arty leopard kİll all,0
maybe i know it better,0
sconq coward,1
lets spot slowly,0
I didnt die,0
25 sek,0
i should know i could have gotten it years ago,0
I just don't get what he was doing there while the t71 was capping?,0
lófasztcsak viz,0
знаешь периметр круга?,0
T-34-3,0
cs back,0
wtf is that ???????????????,0
wt aifpz,0
char pls,0
lol that wz has 0 camo xd,0
we have view range on our side,0
why need to come only 1 and die,0
як можемо )),0
ty tyeam no help,1
team tomatoe,1
oh we dont have light,0
oh ammo L:d,0
we win thanks to me,0
KV5 awesome,0
lol moron,0
can I get a refund?,0
fucking shitters all sitting in the corner of the map doing nothing,1
drag race,0
GUN,0
why all drive to the north i not understand,0
noob clown,1
go arti,0
freaking strumpid players,1
100% lose,1
pushed me into the enemies....,0
T28 GO TROLL,1
WHY SO LATE,0
shot heat,0
they shoot you and you cant even fucking spot them,1
tree fall,0
152?,0
no su 130 shall move,0
bz afk,0
u are full hp,1
"arty, can you get the prog 66?",0
hahahahahahaha,0
get off the BACK of the map !!!,0
we are looseing time,0
arty !,0
why are other 2 not even looking??,0
"spotting center first, then 1 line",0
should I buy the lorr?,0
all report char bot account,0
to kurwa ??winia,1
yowull be repported,0
go isu!,0
i go and die,0
proguetto 65,0
Doesnt sound much like a team game to me,1
Edith Piaf,0
whata shit team. mnext all snipers,1
gg well done,0
I've been spotted in H2!,0
report AE,0
is working on people,0
pls kill,0
"well, wont be getting that LT15 mission this game :(",0
i do full reload,0
lulz,0
an asshole is here,1
blocker me,0
Spotted at D3,0
JESUS XD,0
camping like loosers,1
mrazi,1
"dude, report yourseld aswell",1
там куст наверху,0
"ja, 943",0
ой,0
"i say cap, too weak.",0
total bot team,1
FAST,0
hmmm :),0
lol you see this wz not but mini map is new for you idiot,0
68 no skills but money,0
go help team !!!,0
between tank and wall,0
hes,0
ruski bias,0
im support you,0
"so fukn LAGS, sry, my vpn doesent work",0
thank you arty,0
чо нахуй,1
let me pass,0
ah as allways...ay fuck team hits nothing,1
so fucking idiots,1
eees,0
te v,0
гоує,0
nice gjgj,0
277 go stb1,0
Look at the map bots,0
\help me,0
ban t103,0
or go cap an force em to come,0
базу,0
"go rush hill, pls",0
tell me when u are ready again,0
do we have fucking arty?????????????,1
t-62a wtf !!!!!!!!!!!!!!!!!,1
useless amx and scorp,1
nice job pawlack,0
report beast666buiter for griffering,0
esti roman gali?:))),0
OFFLINE ALPINE,0
cerf,0
E5?,0
sta and gsor one shots,0
udes probably back at base,0
"suiciding, there is a 7 day +1day/extra offense...seeing as I have had a 9 day ban for drowning",1
arty help bz pls,0
S CONQ FULL WILDCAMPER'sss BOTTT GGAAYY2 MUZSIKK 2 X,1
from one shot? :D,0
gg so far,0
"ifi we had taken the base we could have won. but no, everone wanted to kill all",0
what a fucking bot,1
цТТ,0
elc is a shitter,1
I spot them,0
why u cry e25 stuP1d kiddo ;) ??,1
both go cap,0
der comet ist einschiessbar,0
bghnzcfy,0
fuck spotter,1
dude STFU,1
"see whats going on, lets swim alittle",0
report rhm,0
277 bot,1
dont cut the tree idiot,1
сто пудов это бот,1
졌네. 난 간다,0
fv out there,0
76K battle and dont know how game works genius,1
WHY DONT COME 4 tank team,0
"I flipped, save plz",0
idk what happened,0
"_Enrico_Palazzo_ (AMX 13 FL 11), you're blocking my line of fire!",0
rigged lose,0
srry stck 1st game,0
gg wg wp,0
payback bitch,1
we're not getting capped it's 40 seconds,0
he woke up,0
is wtf,0
thx bro,0
fking game of shit,1
fckung russia,1
где то там дерево упало,0
Охуенный рассинхрон с сервером,0
we will see in 1 min,0
fkin worthless ass fckin retards,1
we need spot giuys,0
hey,0
да иди ты на йух сынишка шлюб,1
come and help me ffs,0
dik kokotik,1
reload 70secs,0
just leabve the toon and go next battle,0
gg wp all,0
np mate you helped,0
как в шутмре,0
or we lose,0
dont give gim the satisifaction,0
wow ebr,0
fast lose?:D,0
GOOOO OTHER SIDEEE,0
enjoy ur loss,1
and cobra,0
gg bz...,0
бан,0
negastivo xD,1
ебрик трахай,1
like here,0
BARANS,0
take the kill,0
по 450 каждой палкой,0
stb 1,0
debilizm,1
waht a team...,1
theyre literally jsut spgs...,0
елка тащи,0
italien ********,1
one there saw tree down,0
Next time do more than jsut sit there,0
man zieh den finger aus deinem arsch und fahre,1
Not a gg,0
thanks skoda,0
kys dogs,1
do you happen to be one of those bitches?,1
pls i need this shot,0
is 3 a empty,0
artty,0
ye rfr vju,0
No one use :),0
68 you are a sjhame,1
"арту вбий, захватчік",0
yall better shoot them,0
SORRY,0
rush e25,0
he was down there,0
we lost battle because this faggot pushed me into 5 tanks,1
wer sich schon joergimaus nennt... ab zum CSD du vogel,0
bro standard b,0
how much hp??,0
how you drown on this map?,0
nice aim bro,0
TOLLES mOD:,0
what about youre Maus then ?,0
hey friends,0
AND B2,0
hill??,0
I CAN COVER U,0
woah that ebr 105 is realy fast,0
help x 10 and than behave like a monkey,1
arty sleep?,1
4 раза попал в ЛТ и ниразу не пробил-)))))))),0
wtf are you doing at the heavy side?,1
you do understand what SUICIDE means...??? Right...???,0
gnah,0
GO N PLAY BARBIE,1
FUCCKCKIKOLIKL,1
go garage bot,1
"WTF WoT, 240 ms ping",1
you too man,0
GJ 60 tp,0
1.6k spot,0
before i die,0
FCK YOU BOTS,1
true damn he needs to help decap,0
help AMBT!,0
i am not spotted here...strange,0
spot mfs,1
T30 please wait,0
boring shit,1
358 HP on T25/2,0
ty bro i needed cover,0
"morons, play tetris",1
will try and spot here,0
stop your tank,0
i can YOLO the vk with help,0
tf are you doing,0
ammo rack,0
g1 help mee,0
need a spotter,0
camping ???,0
he just iht me,0
lt pls,0
very well done both,1
"sorry for the slow reaction time, im dealing with some serious lag issues right now",0
because its way to noticable,0
u dont now what to play,0
MKAS HP,0
is he checking out of range ? ::p,0
connect your shots,0
quiet boy,0
if i can catch him,0
шлюха коричневая,0
go kids,0
snipers from below,1
just the holy one,0
I HJAAADD TREE ROUND FFFFSS,0
arty shot there,0
2 bots on t30,1
1m,0
YEEEEPPP,0
killl bc pls,0
"UDES, dont push",0
onyl support me,0
so ******* annoying,1
thanks is03,0
more,0
gg 60tp ******,1
tvp go,0
you have full hp tanks,0
spot t 69,0
cheeky,0
fucking heat spamming 703,1
go you had hp,0
wrrr,0
&lt;base64encoded&gt;,0
poka clipa xd,0
thanks for support,0
ts5 idiot,1
unfortunately,0
well definitely the worst match I've played today. Sorry guys and good luck.,0
cdc‘s troll,0
damn xD,1
move bitch,1
where do you want me?,0
just don t die,0
we‘re 7k hp down,0
"rous1969[BHED] (703 II (122)), you're blocking my line of fire!",0
im spotted here,0
raly??? fucking WG cunt,0
gj campers,0
there are 6 tanks 0 lien be careful,0
going to the bush,0
&lt;3 auto bounce ebr,0
arty party is here,0
right side?,0
winable,0
pleae dont spoil our games grilles,0
ELC is in front,0
go hill?,0
lion,0
jpe,0
help scouts,0
why move then stop like loons,1
до сих пор живой,0
what are you waiting for,0
he is tipped next to the M6,0
of t,0
"spot pls, we're getting shot",0
he blames his mistakes on me,0
FV is here,0
well when your team melts you cant do anything so gg,0
iidot team,1
907 grow some balls and push,0
nicee reactiong t,0
B-C idiot jude,1
he odnt see me,0
УУУУУУУУУУУУУУУУУУУУУ,0
get in the fight Turkey,0
move is,0
report amx bot,1
get4k,0
E5,0
tks,0
report the troll,0
"plenty of time, dont rush in and die",0
look at the kV he peak,0
fall back fcm,0
stop playng like tds,1
a little,0
hellcat flank him,0
kunze can flank,0
hahahhahhaha,0
elc spot them for me,0
usless scouts let hell cat un sighted in fiel..,1
padding those stats lol,0
poush poush,0
BZ.. where do you go?,0
how the fuck is he unspotted,1
..I..,1
ITS NOT NORMAL,0
wow SU and Ka-Ri,0
ty for onfo su,0
lttb,0
fucking team anal assholes,1
703 go help,0
PL is Confidents,0
todo mundo junto,0
no flavor,0
ahahah,0
Just come to point with me,0
holf fools,1
remember,0
chito,0
trees,0
retard emil,1
a Hilary Clinton day for sure,1
omg... what a stupid team,1
im spot or not high wiurange,0
jp100 gogogogog,0
BASE,0
nobody understands how to push.. so sad.,0
sad but no one cares,1
watch CS to not climb E1,0
12 line FULL HP,1
T 28 goo,0
t28 good morning,0
опять пидарасов команда,1
chi ri is an idiot,0
just die Hamster,1
omg idiot,1
amx in reload,0
time out,0
61,0
fu wot !,1
four minutes left time enough,0
3425,0
says on mine,0
let me alone on base,0
леопард,0
gaecisiocnajikcfn asikmoca,0
i'm trying to blindshot them,0
char is reloading,0
auh you hurt my feelings,0
for nothing,0
CAp ffs,1
well played Hellcat,0
nice try guys,0
can u spot fv ebr?,0
foch have 2250 in mag,0
gg!!!,0
try to help you and i die,0
JH PY IS JUMP,0
cobra shot twice,0
sooo fn slow!,0
так дурачком і подохнеш),1
маги,0
fuck that guy6,1
Oh,0
he will :pp,0
100 lt bot,1
куда7,0
пздц такой олень на твп))))))))))))))))))))))))))))))))))),1
we losing,0
IS 3 bot use gold,1
stop fapping,0
when i see that i don‘t even play,0
#Tiger I and IS are camper morns,1
shoot house pls,0
VK,0
u drive in front of me while i have turbo,0
nashorn,0
now rush him,0
goooooooooooooooooo,0
lol twp blind,0
nice wor artys,0
push 0 line pls,0
gg sexy tankers,0
crazy......,0
bacha bz jede dozad,0
"bc, i guess 80% of theyr team is in 1-2 line",0
report cobra and bour pls,0
fuck him,1
e4?,0
hey morons in the base,1
Бураск зачем ты тут стоишь?,0
go a bit deeper in bush,0
idiot on hill,1
push me lol,0
pozdrav,0
standard b,0
t32 go,0
hooold,0
push this somua idiots,1
o markopolo,0
Ho-Ri hit a rock and flipped lmao,0
go suck milk,1
wait is still key to win this map,0
gave fun,0
morons char and leo,1
mer az kur meg,0
no time to go around,0
460,0
